,s,t,method,hash,k,cost,factor,portfolio,infos
9004,41,60,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,52.73710133157639,,[a19-51-52-69-79;a19-51-52-69-79],[52.737;;58.011]
9005,41,60,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,52.73710133157639,1.000140115301022,[a19-51-52-69-79;a19-51-52-69-79],[52.737;;58.011]
9006,41,60,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,52.73710133157639,,[a19-51-52-69-79;a19-51-52-69-79],[52.737;;63.285]
9007,41,60,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,52.73710133157639,1.000140115301022,[a19-51-52-69-79;a19-51-52-69-79],[52.737;;63.285]
9008,41,60,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,52.73710133157639,,[a19-51-52-69-79;a19-51-52-69-79],[52.737;;68.558]
9009,41,60,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,52.73710133157639,1.000140115301022,[a19-51-52-69-79;a19-51-52-69-79],[52.737;;68.558]
9010,41,60,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,52.73710133157639,,[a19-51-52-69-79;a19-51-52-69-79],[52.737;;73.832]
9011,41,60,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,52.73710133157639,1.000140115301022,[a19-51-52-69-79;a19-51-52-69-79],[52.737;;73.832]
9012,41,60,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,1,52.73710133157639,1.000140115301022,[a19-51-52-69-79],[+0.01%]
9013,41,60,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,1,52.73710133157639,1.000140115301022,[a19-51-52-69-79],[+0.01% | f=0.998]
9014,41,60,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,,[a19-51-52-69-79],[52.737]
9015,41,60,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,1.000140115301022,[a19-51-52-69-79],[52.737]
9016,41,60,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,,[a19-51-52-69-79],[52.737]
9017,41,60,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,1.000140115301022,[a19-51-52-69-79],[52.737]
9018,41,60,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,,[a19-51-52-69-79],[52.737]
9019,41,60,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,1.000140115301022,[a19-51-52-69-79],[52.737]
9020,41,60,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,,[a19-51-52-69-79],[52.737]
9021,41,60,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,1.000140115301022,[a19-51-52-69-79],[52.737]
9022,41,60,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,,[a19-51-52-69-79],[52.737]
9023,41,60,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,52.73710133157639,1.000140115301022,[a19-51-52-69-79],[52.737]
9024,29,24,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,8,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29%;;+0.97%;;+0.01%;;+0.00%]
9025,29,24,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,8,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29% | f=0.495;;+0.97% | f=0.371;;+0.01% | f=0.133;;+0.00% | f=0.001]
9026,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28],[48.659;;50.636;;52.623;;54.456;;54.776;;56.943;;57.179;;59.288]
9027,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28],[48.659;;50.636;;52.623;;54.456;;54.776;;56.943;;57.179;;59.288]
9028,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;52.095;;54.456;;56.734;;59.902;;60.834;;65.892;;66.290]
9029,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;52.095;;54.456;;56.734;;59.902;;60.834;;65.892;;66.290]
9030,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;54.456;;55.012;;65.348;;65.392;;74.417;;78.417;;88.553]
9031,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;54.456;;55.012;;65.348;;65.392;;74.417;;78.417;;88.553]
9032,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-82-19-75-64-130-31],[48.659;;54.456;;57.930;;70.793;;74.634;;90.100;;92.031;;115.154]
9033,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-82-19-75-64-130-31],[48.659;;54.456;;57.930;;70.793;;74.634;;90.100;;92.031;;115.154]
9034,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-19-75-64-125-90-155],[48.659;;54.456;;60.847;;76.239;;84.460;;106.735;;108.059;;130.651]
9035,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-19-75-64-125-90-155],[48.659;;54.456;;60.847;;76.239;;84.460;;106.735;;108.059;;130.651]
9036,29,24,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,7,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29%;;+0.97%;;+0.01%;;+0.00%]
9037,29,24,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,7,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29% | f=0.495;;+0.97% | f=0.371;;+0.01% | f=0.133;;+0.00% | f=0.001]
9038,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31],[48.659;;50.636;;52.623;;54.456;;54.776;;56.943;;57.179]
9039,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31],[48.659;;50.636;;52.623;;54.456;;54.776;;56.943;;57.179]
9040,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;52.095;;54.456;;56.734;;59.902;;60.834;;65.892]
9041,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;52.095;;54.456;;56.734;;59.902;;60.834;;65.892]
9042,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;55.012;;65.348;;65.392;;74.417;;78.417]
9043,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;55.012;;65.348;;65.392;;74.417;;78.417]
9044,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;57.930;;70.793;;74.634;;90.100;;92.031]
9045,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;57.930;;70.793;;74.634;;90.100;;92.031]
9046,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28],[48.659;;54.456;;60.847;;76.239;;84.460;;106.735;;108.059]
9047,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28],[48.659;;54.456;;60.847;;76.239;;84.460;;106.735;;108.059]
9048,29,24,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,6,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29%;;+0.97%;;+0.01%;;+0.00%]
9049,29,24,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,6,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29% | f=0.495;;+0.97% | f=0.371;;+0.01% | f=0.133;;+0.00% | f=0.001]
9050,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a139-112-141-145-100-28],[48.659;;50.636;;52.623;;54.456;;54.776;;56.943]
9051,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a139-112-141-145-100-28],[48.659;;50.636;;52.623;;54.456;;54.776;;56.943]
9052,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28],[48.659;;52.095;;54.456;;56.734;;59.902;;60.834]
9053,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28],[48.659;;52.095;;54.456;;56.734;;59.902;;60.834]
9054,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28],[48.659;;54.456;;55.012;;65.348;;65.392;;74.417]
9055,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28],[48.659;;54.456;;55.012;;65.348;;65.392;;74.417]
9056,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28],[48.659;;54.456;;57.930;;70.793;;74.634;;90.100]
9057,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a139-116-86-100-28],[48.659;;54.456;;57.930;;70.793;;74.634;;90.100]
9058,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31],[48.659;;54.456;;60.847;;76.239;;84.460;;106.735]
9059,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31],[48.659;;54.456;;60.847;;76.239;;84.460;;106.735]
9060,29,24,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,5,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29%;;+0.97%;;+0.01%;;+0.00%]
9061,29,24,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,5,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29% | f=0.495;;+0.97% | f=0.371;;+0.01% | f=0.133;;+0.00% | f=0.001]
9062,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28],[48.659;;50.636;;52.623;;54.456;;54.776]
9063,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28],[48.659;;50.636;;52.623;;54.456;;54.776]
9064,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31],[48.659;;52.095;;54.456;;56.734;;59.902]
9065,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28;a106-129-82-47-152-31],[48.659;;52.095;;54.456;;56.734;;59.902]
9066,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;54.456;;55.012;;65.348;;65.392]
9067,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;54.456;;55.012;;65.348;;65.392]
9068,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;54.456;;57.930;;70.793;;74.634]
9069,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;54.456;;57.930;;70.793;;74.634]
9070,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;54.456;;60.847;;76.239;;84.460]
9071,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;54.456;;60.847;;76.239;;84.460]
9072,29,24,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,4,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29%;;+0.97%;;+0.01%;;+0.00%]
9073,29,24,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,4,47.10698603104399,1.0,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a106-129-104-24-86-100-28],[+3.29% | f=0.495;;+0.97% | f=0.371;;+0.01% | f=0.133;;+0.00% | f=0.001]
9074,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31],[48.659;;50.636;;52.623;;54.456]
9075,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28;a106-129-82-47-152-31],[48.659;;50.636;;52.623;;54.456]
9076,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;52.095;;54.456;;56.734]
9077,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31;a139-112-141-145-100-28],[48.659;;52.095;;54.456;;56.734]
9078,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;55.012;;65.348]
9079,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;55.012;;65.348]
9080,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;57.930;;70.793]
9081,29,24,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;57.930;;70.793]
9082,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;60.847;;76.239]
9083,29,24,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;54.456;;60.847;;76.239]
9084,29,24,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,3,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31],[+3.29%;;+0.97%;;+0.01%]
9085,29,24,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,3,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31],[+3.29% | f=0.495;;+0.97% | f=0.371;;+0.01% | f=0.133]
9086,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,47.56448754253473,,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28],[48.659;;50.636;;52.623]
9087,29,24,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,47.56448754253473,1.009711967375481,[a139-112-141-145-100-28;a139-116-86-100-28;a139-112-141-145-100-28],[48.659;;50.636;;52.623]
9088,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,47.11038062418519,,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;52.095;;54.456]
9089,29,24,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,47.11038062418519,1.000072061352831,[a139-112-141-145-100-28;a139-116-86-100-28;a106-129-82-47-152-31],[48.659;;52.095;;54.456]
9090,29,24,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,47.11038062418519,,[a139-112-141-145-100-28;a106-129-82-47-152-31;a139-116-86-100-28],[48.659;;54.456;;55.012]
