,s,t,method,hash,k,cost,factor,portfolio,infos
3264,11,2,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,8,7.863488648094908,1.0,[a150],[+0.00%]
3265,11,2,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,8,7.863488648094908,1.0,[a150],[+0.00% | f=1.000]
3266,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a150;a150;a150;a150;a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103;;9.558;;10.036;;10.538;;11.065]
3267,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103;;9.558;;10.036;;10.538;;11.065]
3268,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a150;a150;a150;a150;a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466;;11.513;;12.664;;13.931;;15.324]
3269,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466;;11.513;;12.664;;13.931;;15.324]
3270,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a150;a150;a150;a150;a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588;;16.306;;19.567;;23.480;;28.176]
3271,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588;;16.306;;19.567;;23.480;;28.176]
3272,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a150;a150;a150;a150;a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276;;22.459;;29.197;;37.956;;49.342]
3273,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276;;22.459;;29.197;;37.956;;49.342]
3274,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a150;a150;a150;a150;a150;a150;a20-26-91-62-122;a150],[7.863;;11.009;;15.412;;21.577;;30.208;;42.292;;50.089;;59.208]
3275,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a20-26-91-62-122;a150],[7.863;;11.009;;15.412;;21.577;;30.208;;42.292;;50.089;;59.208]
3276,11,2,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,7,7.863488648094908,1.0,[a150],[+0.00%]
3277,11,2,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,7,7.863488648094908,1.0,[a150],[+0.00% | f=1.000]
3278,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,,[a150;a150;a150;a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103;;9.558;;10.036;;10.538]
3279,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103;;9.558;;10.036;;10.538]
3280,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,,[a150;a150;a150;a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466;;11.513;;12.664;;13.931]
3281,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466;;11.513;;12.664;;13.931]
3282,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,,[a150;a150;a150;a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588;;16.306;;19.567;;23.480]
3283,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588;;16.306;;19.567;;23.480]
3284,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,,[a150;a150;a150;a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276;;22.459;;29.197;;37.956]
3285,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276;;22.459;;29.197;;37.956]
3286,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,,[a150;a150;a150;a150;a150;a150;a20-26-91-62-122],[7.863;;11.009;;15.412;;21.577;;30.208;;42.292;;50.089]
3287,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150;a20-26-91-62-122],[7.863;;11.009;;15.412;;21.577;;30.208;;42.292;;50.089]
3288,11,2,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,6,7.863488648094908,1.0,[a150],[+0.00%]
3289,11,2,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,6,7.863488648094908,1.0,[a150],[+0.00% | f=1.000]
3290,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,,[a150;a150;a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103;;9.558;;10.036]
3291,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103;;9.558;;10.036]
3292,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,,[a150;a150;a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466;;11.513;;12.664]
3293,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466;;11.513;;12.664]
3294,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,,[a150;a150;a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588;;16.306;;19.567]
3295,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588;;16.306;;19.567]
3296,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,,[a150;a150;a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276;;22.459;;29.197]
3297,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276;;22.459;;29.197]
3298,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,,[a150;a150;a150;a150;a150;a150],[7.863;;11.009;;15.412;;21.577;;30.208;;42.292]
3299,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,6,7.863488648094908,1.0,[a150;a150;a150;a150;a150;a150],[7.863;;11.009;;15.412;;21.577;;30.208;;42.292]
3300,11,2,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,5,7.863488648094908,1.0,[a150],[+0.00%]
3301,11,2,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,5,7.863488648094908,1.0,[a150],[+0.00% | f=1.000]
3302,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,,[a150;a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103;;9.558]
3303,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,1.0,[a150;a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103;;9.558]
3304,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,,[a150;a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466;;11.513]
3305,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,1.0,[a150;a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466;;11.513]
3306,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,,[a150;a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588;;16.306]
3307,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,1.0,[a150;a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588;;16.306]
3308,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,,[a150;a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276;;22.459]
3309,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,1.0,[a150;a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276;;22.459]
3310,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,,[a150;a150;a150;a150;a150],[7.863;;11.009;;15.412;;21.577;;30.208]
3311,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,5,7.863488648094908,1.0,[a150;a150;a150;a150;a150],[7.863;;11.009;;15.412;;21.577;;30.208]
3312,11,2,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,4,7.863488648094908,1.0,[a150],[+0.00%]
3313,11,2,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,4,7.863488648094908,1.0,[a150],[+0.00% | f=1.000]
3314,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,,[a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103]
3315,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,1.0,[a150;a150;a150;a150],[7.863;;8.257;;8.669;;9.103]
3316,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,,[a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466]
3317,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,1.0,[a150;a150;a150;a150],[7.863;;8.650;;9.515;;10.466]
3318,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,,[a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588]
3319,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,1.0,[a150;a150;a150;a150],[7.863;;9.436;;11.323;;13.588]
3320,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,,[a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276]
3321,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,1.0,[a150;a150;a150;a150],[7.863;;10.223;;13.289;;17.276]
3322,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,,[a150;a150;a150;a150],[7.863;;11.009;;15.412;;21.577]
3323,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,4,7.863488648094908,1.0,[a150;a150;a150;a150],[7.863;;11.009;;15.412;;21.577]
3324,11,2,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,3,7.863488648094908,1.0,[a150],[+0.00%]
3325,11,2,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,3,7.863488648094908,1.0,[a150],[+0.00% | f=1.000]
3326,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,,[a150;a150;a150],[7.863;;8.257;;8.669]
3327,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,1.0,[a150;a150;a150],[7.863;;8.257;;8.669]
3328,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,,[a150;a150;a150],[7.863;;8.650;;9.515]
3329,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,1.0,[a150;a150;a150],[7.863;;8.650;;9.515]
3330,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,,[a150;a150;a150],[7.863;;9.436;;11.323]
3331,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,1.0,[a150;a150;a150],[7.863;;9.436;;11.323]
3332,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,,[a150;a150;a150],[7.863;;10.223;;13.289]
3333,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,1.0,[a150;a150;a150],[7.863;;10.223;;13.289]
3334,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,,[a150;a150;a150],[7.863;;11.009;;15.412]
3335,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,3,7.863488648094908,1.0,[a150;a150;a150],[7.863;;11.009;;15.412]
3336,11,2,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,2,7.863488648094908,1.0,[a150],[+0.00%]
3337,11,2,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,2,7.863488648094908,1.0,[a150],[+0.00% | f=1.000]
3338,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,,[a150;a150],[7.863;;8.257]
3339,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,1.0,[a150;a150],[7.863;;8.257]
3340,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,,[a150;a150],[7.863;;8.650]
3341,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,1.0,[a150;a150],[7.863;;8.650]
3342,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,,[a150;a150],[7.863;;9.436]
3343,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,1.0,[a150;a150],[7.863;;9.436]
3344,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,,[a150;a150],[7.863;;10.223]
3345,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,1.0,[a150;a150],[7.863;;10.223]
3346,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,,[a150;a150],[7.863;;11.009]
3347,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,2,7.863488648094908,1.0,[a150;a150],[7.863;;11.009]
3348,11,2,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,1,7.863488648094908,1.0,[a150],[+0.00%]
3349,11,2,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,1,7.863488648094908,1.0,[a150],[+0.00% | f=1.000]
3350,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,,[a150],[7.863]
3351,11,2,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,1.0,[a150],[7.863]
3352,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,,[a150],[7.863]
3353,11,2,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,1.0,[a150],[7.863]
3354,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,,[a150],[7.863]
3355,11,2,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,1.0,[a150],[7.863]
3356,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,,[a150],[7.863]
3357,11,2,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,1.0,[a150],[7.863]
3358,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,,[a150],[7.863]
3359,11,2,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,1,7.863488648094908,1.0,[a150],[7.863]
3360,62,45,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,8,18.81614471714815,1.0,[a33-148],[+0.00%]
3361,62,45,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,8,18.81614471714815,1.0,[a33-148],[+0.00% | f=1.000]
3362,62,45,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148],[18.816;;19.757;;20.745;;21.782;;22.871;;24.015;;25.215;;26.476]
3363,62,45,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,18.81614471714815,1.0,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148],[18.816;;19.757;;20.745;;21.782;;22.871;;24.015;;25.215;;26.476]
3364,62,45,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148],[18.816;;20.698;;22.768;;25.044;;27.549;;30.304;;33.334;;36.667]
3365,62,45,penalised djikstra(1.1),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,18.81614471714815,1.0,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148],[18.816;;20.698;;22.768;;25.044;;27.549;;30.304;;33.334;;36.667]
3366,62,45,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148],[18.816;;22.579;;27.095;;32.514;;39.017;;46.821;;56.185;;67.422]
3367,62,45,penalised djikstra(1.2),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,18.81614471714815,1.0,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148],[18.816;;22.579;;27.095;;32.514;;39.017;;46.821;;56.185;;67.422]
3368,62,45,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a117-78-143-14-135-22-127-5],[18.816;;24.461;;31.799;;41.339;;53.741;;69.863;;90.822;;101.639]
3369,62,45,penalised djikstra(1.3),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,18.81614471714815,1.0,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a117-78-143-14-135-22-127-5],[18.816;;24.461;;31.799;;41.339;;53.741;;69.863;;90.822;;101.639]
3370,62,45,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,,,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a117-78-143-14-135-22-127-5;a33-148],[18.816;;26.343;;36.880;;51.632;;72.284;;101.198;;101.639;;141.677]
3371,62,45,penalised djikstra(1.4),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,8,18.81614471714815,1.0,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a117-78-143-14-135-22-127-5;a33-148],[18.816;;26.343;;36.880;;51.632;;72.284;;101.198;;101.639;;141.677]
3372,62,45,greedy,c539c10233e857faac14ba4e7c580b9914d39c989616057b920cb8ce3825cb6d,7,18.81614471714815,1.0,[a33-148],[+0.00%]
3373,62,45,most frequent shortest paths,120d5c6e56ceb65e9f5418ea9b966d31319dadb98731c6602535ded982afe2e2,7,18.81614471714815,1.0,[a33-148],[+0.00% | f=1.000]
3374,62,45,penalised djikstra(1.05),d553817d1ebc55a7a549cfaa1bb69edb1bd7632a8949930debf9dae26fe3a38c,7,18.81614471714815,,[a33-148;a33-148;a33-148;a33-148;a33-148;a33-148;a33-148],[18.816;;19.757;;20.745;;21.782;;22.871;;24.015;;25.215]
